record_id,y_true,score,source_variant
0,0,0.3272633343503789,detector_only
1,0,0.3658134443740528,detector_only
2,0,0.3628157344072984,detector_only
3,0,0.1836049213363476,detector_only
4,0,0.4765722192319597,detector_only
5,0,0.1702853050462524,detector_only
6,0,0.3697422050256476,detector_only
7,0,0.4879599563513969,detector_only
8,0,0.2281005945524556,detector_only
9,0,0.3641969794094055,detector_only
10,0,0.193290682843783,detector_only
11,0,0.2589930429677867,detector_only
12,0,0.3160170383017149,detector_only
13,0,0.245761564617663,detector_only
14,0,0.2215617268684368,detector_only
15,0,0.3401744993664941,detector_only
16,0,0.2003212406137556,detector_only
17,0,0.2392106422969306,detector_only
18,0,0.2517130314911543,detector_only
19,0,0.1818423016288789,detector_only
20,0,0.1362390236640632,detector_only
21,0,0.4114038949690322,detector_only
22,0,0.3431568164894448,detector_only
23,0,0.1850156692890781,detector_only
24,0,0.3027467069301836,detector_only
25,0,0.1675178540953908,detector_only
26,0,0.2042026636342558,detector_only
27,0,0.4024355234380195,detector_only
28,0,0.2087780009989121,detector_only
29,0,0.2844347246637905,detector_only
30,0,0.2175929077317628,detector_only
31,0,0.1054471541919786,detector_only
32,0,0.383662404953343,detector_only
33,0,0.2208143239375296,detector_only
34,0,0.2749906586224633,detector_only
35,0,0.214521618117068,detector_only
36,0,0.4465439646316959,detector_only
37,0,0.1987569351348885,detector_only
38,0,0.2042873242751753,detector_only
39,0,0.2005550232926877,detector_only
40,0,0.3852700298510669,detector_only
41,0,0.164576816375853,detector_only
42,0,0.1045739966726884,detector_only
43,0,0.1561410588769707,detector_only
44,0,0.1952285893327979,detector_only
45,0,0.1044795686850983,detector_only
46,0,0.237266198485698,detector_only
47,0,0.2292362031495288,detector_only
48,0,0.2709000567456568,detector_only
49,0,0.2378586375161854,detector_only
50,0,0.1670191321380207,detector_only
51,0,0.4611795608843576,detector_only
52,0,0.358545487534134,detector_only
53,0,0.2579803298465425,detector_only
54,0,0.1867014484148287,detector_only
55,0,0.1534088136471778,detector_only
56,0,0.0937308509487829,detector_only
57,0,0.3248650798308657,detector_only
58,0,0.146994541451858,detector_only
59,0,0.1595597229396298,detector_only
60,0,0.3589457323823513,detector_only
61,0,0.1577826067587797,detector_only
62,0,0.2234360992401058,detector_only
63,0,0.1341720398342378,detector_only
64,0,0.2019888759657859,detector_only
65,0,0.2955433505793199,detector_only
66,0,0.3377202680595748,detector_only
67,0,0.2578622871347237,detector_only
68,0,0.5553970559718033,detector_only
69,0,0.3740706850669362,detector_only
70,0,0.2958636639133284,detector_only
71,0,0.2805915210235376,detector_only
72,0,0.2080046033257583,detector_only
73,0,0.1131835727601837,detector_only
74,0,0.3918106902759302,detector_only
75,0,0.4000185069582879,detector_only
76,0,0.2931366578141072,detector_only
77,0,0.291640801035246,detector_only
78,0,0.208019625257663,detector_only
79,0,0.2873120428100332,detector_only
80,0,0.2126648640605958,detector_only
81,0,0.1881119336382975,detector_only
82,0,0.2151335763862339,detector_only
83,0,0.1841341198880757,detector_only
84,0,0.4669117260976356,detector_only
85,0,0.1161189077092762,detector_only
86,0,0.2161184556603995,detector_only
87,0,0.1396302557008675,detector_only
88,0,0.2828070396142022,detector_only
89,0,0.2933857560635306,detector_only
90,0,0.2439162779207312,detector_only
91,0,0.3255515759370442,detector_only
92,0,0.0709129922981302,detector_only
93,0,0.3421335632884075,detector_only
94,0,0.1889504572590298,detector_only
95,0,0.2848068729356676,detector_only
96,0,0.2169327772797297,detector_only
97,0,0.2034569143522311,detector_only
98,0,0.1274974647592161,detector_only
99,0,0.2657331303569482,detector_only
100,0,0.3042998695974219,detector_only
101,0,0.2291125658499019,detector_only
102,0,0.1213445618153077,detector_only
103,0,0.1663892310057465,detector_only
104,0,0.2985662825551982,detector_only
105,0,0.4056088292795689,detector_only
106,0,0.1021606584026207,detector_only
107,0,0.4161056669272194,detector_only
108,0,0.2309691344504246,detector_only
109,0,0.1604931381878256,detector_only
110,0,0.4779959027371637,detector_only
111,0,0.3765558566080871,detector_only
112,0,0.3971281759862596,detector_only
113,0,0.1705924819171755,detector_only
114,0,0.2803836867228647,detector_only
115,0,0.207060369813845,detector_only
116,0,0.3300295334735819,detector_only
117,0,0.2870078332343012,detector_only
118,0,0.1347879854063167,detector_only
119,0,0.1752115868858997,detector_only
120,0,0.269259915238131,detector_only
121,0,0.1261364499102605,detector_only
122,0,0.2945674195547149,detector_only
123,0,0.2299539176738631,detector_only
124,0,0.0946483324399894,detector_only
125,0,0.4553020291160432,detector_only
126,0,0.179568240776841,detector_only
127,0,0.1174702943035233,detector_only
128,0,0.196458347733537,detector_only
129,0,0.366019825936455,detector_only
130,0,0.1369985894143212,detector_only
131,0,0.3184936479598667,detector_only
132,0,0.2197540568199164,detector_only
133,0,0.1723963810280572,detector_only
134,0,0.1063597520098498,detector_only
135,0,0.3898669573791705,detector_only
136,0,0.3776944943190013,detector_only
137,0,0.2133043007196038,detector_only
138,0,0.1789742717347707,detector_only
139,0,0.1390937316391365,detector_only
140,0,0.7730129216046407,detector_only
141,0,0.2934924859624335,detector_only
142,0,0.2099620445081141,detector_only
143,0,0.2554085812863279,detector_only
144,0,0.268824804671419,detector_only
145,0,0.263206293045823,detector_only
146,0,0.2250184712193809,detector_only
147,0,0.3005488684733656,detector_only
148,0,0.4010244509373774,detector_only
149,0,0.1788357206858763,detector_only
150,0,0.1617801252036296,detector_only
151,0,0.265033652334309,detector_only
152,0,0.3570717309225812,detector_only
153,0,0.3333014091522588,detector_only
154,0,0.1705874591518782,detector_only
155,0,0.578226745166564,detector_only
156,0,0.9913700546673913,detector_only
157,0,0.4402864027136532,detector_only
158,0,0.1065538162062768,detector_only
159,0,0.2341251001607014,detector_only
160,0,0.3237712915503912,detector_only
161,0,0.3265798982673661,detector_only
162,0,0.2052818627133742,detector_only
163,0,0.2522258171913569,detector_only
164,0,0.2836576024169856,detector_only
165,0,0.3817207429813519,detector_only
166,0,0.2458053631310559,detector_only
167,0,0.2442584132381239,detector_only
168,0,0.2717359067097847,detector_only
169,0,0.3522504944236294,detector_only
170,0,0.244889025284871,detector_only
171,0,0.2199387554908966,detector_only
172,0,0.2417146685262746,detector_only
173,0,0.3425631101766364,detector_only
174,0,0.1371006210958383,detector_only
175,0,0.218839573533226,detector_only
176,0,0.2119240293612314,detector_only
177,0,0.2428843391993952,detector_only
178,0,0.1618901005816478,detector_only
179,0,0.3288432335836615,detector_only
180,0,0.4066440443893451,detector_only
181,0,0.3023177164098031,detector_only
182,0,0.2308920156847823,detector_only
183,0,0.315118596954651,detector_only
184,0,0.179369710182965,detector_only
185,0,0.0916566807009168,detector_only
186,0,0.1611152192608984,detector_only
187,0,0.1850356830769552,detector_only
188,0,0.1074789786647225,detector_only
189,0,0.3508523729301232,detector_only
190,0,0.2900559563099784,detector_only
191,0,0.2323464848775934,detector_only
192,0,0.3145282597582574,detector_only
193,0,0.1747274541298856,detector_only
194,0,0.2809898804029355,detector_only
195,0,0.2212820283873557,detector_only
196,0,0.2065369513058745,detector_only
197,0,0.3506445695387752,detector_only
198,0,0.1753108830921626,detector_only
199,0,0.4181324840893284,detector_only
200,0,0.1606534803107793,detector_only
201,0,0.3269710248647359,detector_only
202,0,0.2198917424077135,detector_only
203,0,0.2268806034983869,detector_only
204,0,0.2750645009996655,detector_only
205,0,0.1914125549891379,detector_only
206,0,0.2022699344571629,detector_only
207,0,0.269917418397547,detector_only
