record_id,y_true,score,source_variant
0,0,0.0,generative_only
1,0,0.0,generative_only
2,0,0.0,generative_only
3,0,0.0,generative_only
4,0,0.0,generative_only
5,0,0.0,generative_only
6,0,0.0,generative_only
7,0,0.0,generative_only
8,0,0.0,generative_only
9,0,0.0,generative_only
10,0,0.0,generative_only
11,0,0.0,generative_only
12,0,0.0,generative_only
13,0,0.0,generative_only
14,0,0.0,generative_only
15,0,0.0,generative_only
16,0,0.0,generative_only
17,0,0.0,generative_only
18,0,0.0,generative_only
19,0,0.0,generative_only
20,0,0.0,generative_only
21,0,0.0,generative_only
22,0,0.0,generative_only
23,0,0.0,generative_only
24,0,0.0,generative_only
25,0,0.0,generative_only
26,0,0.0,generative_only
27,0,0.0,generative_only
28,0,0.0,generative_only
29,0,0.0,generative_only
30,0,0.0,generative_only
31,0,0.0,generative_only
32,0,0.0,generative_only
33,0,0.0,generative_only
34,0,0.0,generative_only
35,0,0.0,generative_only
36,0,0.0,generative_only
37,0,0.0,generative_only
38,0,0.0,generative_only
39,0,0.0,generative_only
40,0,0.0,generative_only
41,0,0.0,generative_only
42,0,0.0,generative_only
43,0,0.0,generative_only
44,0,0.0,generative_only
45,0,0.0,generative_only
46,0,0.0,generative_only
47,0,0.0,generative_only
48,0,0.0,generative_only
49,0,0.0,generative_only
50,0,0.0,generative_only
51,0,0.0,generative_only
52,0,0.0,generative_only
53,0,0.0,generative_only
54,0,0.0,generative_only
55,0,0.0,generative_only
56,0,0.0,generative_only
57,0,0.0,generative_only
58,0,0.0,generative_only
59,0,0.0,generative_only
60,0,0.0,generative_only
61,0,0.0,generative_only
62,0,0.0,generative_only
63,0,0.0,generative_only
64,0,0.0,generative_only
65,0,0.0,generative_only
66,0,0.0,generative_only
67,0,0.0,generative_only
68,0,0.0,generative_only
69,0,0.0,generative_only
70,0,0.0,generative_only
71,0,0.0,generative_only
72,0,0.0,generative_only
73,0,0.0,generative_only
74,0,0.0,generative_only
75,0,0.0,generative_only
76,0,0.0,generative_only
77,0,0.0,generative_only
78,0,0.0,generative_only
79,0,0.0,generative_only
80,0,0.0,generative_only
81,0,0.0,generative_only
82,0,0.0,generative_only
83,0,0.0,generative_only
84,0,0.0,generative_only
85,0,0.0,generative_only
86,0,0.0,generative_only
87,0,0.0,generative_only
88,0,0.0,generative_only
89,0,0.0,generative_only
90,0,0.0,generative_only
91,0,0.0,generative_only
92,0,0.0,generative_only
93,0,0.0,generative_only
94,0,0.0,generative_only
95,0,0.0,generative_only
96,0,0.0,generative_only
97,0,0.0,generative_only
98,0,0.0,generative_only
99,0,0.0,generative_only
100,0,0.0,generative_only
101,0,0.0,generative_only
102,0,0.0,generative_only
103,0,0.0,generative_only
104,0,0.0,generative_only
105,0,0.0,generative_only
106,0,0.0,generative_only
107,0,0.0,generative_only
108,0,0.0,generative_only
109,0,0.0,generative_only
110,0,0.0,generative_only
111,0,0.0,generative_only
112,0,0.0,generative_only
113,0,0.0,generative_only
114,0,0.0,generative_only
115,0,0.0,generative_only
116,0,0.0,generative_only
117,0,0.0,generative_only
118,0,0.0,generative_only
119,0,0.0,generative_only
120,0,0.0,generative_only
121,0,0.0,generative_only
122,0,0.0,generative_only
123,0,0.0,generative_only
124,0,0.0,generative_only
125,0,0.0,generative_only
126,0,0.0,generative_only
127,0,0.0,generative_only
128,0,0.0,generative_only
129,0,0.0,generative_only
130,0,0.0,generative_only
131,0,0.0,generative_only
132,0,0.0,generative_only
133,0,0.0,generative_only
134,0,0.0,generative_only
135,0,0.0,generative_only
136,0,0.0,generative_only
137,0,0.0,generative_only
138,0,0.0,generative_only
139,0,0.0,generative_only
140,0,0.0,generative_only
141,0,0.0,generative_only
142,0,0.0,generative_only
143,0,0.0,generative_only
144,0,0.0,generative_only
145,0,0.0,generative_only
146,0,0.0,generative_only
147,0,0.0,generative_only
148,0,0.0,generative_only
149,0,0.0,generative_only
150,0,0.0,generative_only
151,0,0.0,generative_only
152,0,0.0,generative_only
153,0,0.0,generative_only
154,0,0.0,generative_only
155,0,0.0,generative_only
156,0,0.0,generative_only
157,0,0.0,generative_only
158,0,0.0,generative_only
159,0,0.0,generative_only
160,0,0.0,generative_only
161,0,0.0,generative_only
162,0,0.0,generative_only
163,0,0.0,generative_only
164,0,0.0,generative_only
165,0,0.0,generative_only
166,0,0.0,generative_only
167,0,0.0,generative_only
168,0,0.0,generative_only
169,0,0.0,generative_only
170,0,0.0,generative_only
171,0,0.0,generative_only
172,0,0.0,generative_only
173,0,0.0,generative_only
174,0,0.0,generative_only
175,0,0.0,generative_only
176,0,0.0,generative_only
177,0,0.0,generative_only
178,0,0.0,generative_only
179,0,0.0,generative_only
180,0,0.0,generative_only
181,0,0.0,generative_only
182,0,0.0,generative_only
183,0,0.0,generative_only
184,0,0.0,generative_only
185,0,0.0,generative_only
186,0,0.0,generative_only
187,0,0.0,generative_only
188,0,0.0,generative_only
189,0,0.0,generative_only
190,0,0.0,generative_only
191,0,0.0,generative_only
192,0,0.0,generative_only
193,0,0.0,generative_only
194,0,0.0,generative_only
195,0,0.0,generative_only
196,0,0.0,generative_only
197,0,0.0,generative_only
198,0,0.0,generative_only
199,0,0.0,generative_only
200,0,0.0,generative_only
201,0,0.0,generative_only
202,0,0.0,generative_only
203,0,0.0,generative_only
204,0,0.0,generative_only
205,0,0.0,generative_only
206,0,0.0,generative_only
207,0,0.0,generative_only
208,0,0.0,generative_only
209,0,0.0,generative_only
210,0,0.0,generative_only
211,0,0.0,generative_only
212,0,0.0,generative_only
213,0,0.0,generative_only
214,0,0.0,generative_only
215,0,0.0,generative_only
216,0,0.0,generative_only
217,0,0.0,generative_only
218,0,0.0,generative_only
219,0,0.0,generative_only
220,0,0.0,generative_only
221,0,0.0,generative_only
222,0,0.0,generative_only
223,0,0.0,generative_only
224,0,0.0,generative_only
225,0,0.0,generative_only
226,0,0.0,generative_only
227,0,0.0,generative_only
228,0,0.0,generative_only
229,0,0.0,generative_only
230,0,0.0,generative_only
231,0,0.0,generative_only
232,0,0.0,generative_only
233,0,0.0,generative_only
234,0,0.0,generative_only
235,0,0.0,generative_only
236,0,0.0,generative_only
237,0,0.0,generative_only
238,0,0.0,generative_only
239,0,0.0,generative_only
240,0,0.0,generative_only
241,0,0.0,generative_only
242,0,0.0,generative_only
243,0,0.0,generative_only
244,0,0.0,generative_only
245,0,0.0,generative_only
246,0,0.0,generative_only
247,0,0.0,generative_only
248,0,0.0,generative_only
249,0,0.0,generative_only
250,0,0.0,generative_only
251,0,0.0,generative_only
252,0,0.0,generative_only
253,0,0.0,generative_only
