record_id,y_true,score,source_variant
0,0,0.294537000915341,no_ontology
1,0,0.3292320999366475,no_ontology
2,0,0.3265341609665685,no_ontology
3,0,0.1652444292027128,no_ontology
4,0,0.4289149973087637,no_ontology
5,0,0.1532567745416271,no_ontology
6,0,0.3327679845230828,no_ontology
7,0,0.4391639607162572,no_ontology
8,0,0.20529053509721,no_ontology
9,0,0.3277772814684649,no_ontology
10,0,0.1739616145594047,no_ontology
11,0,0.233093738671008,no_ontology
12,0,0.2844153344715434,no_ontology
13,0,0.2211854081558966,no_ontology
14,0,0.1994055541815931,no_ontology
15,0,0.3061570494298447,no_ontology
16,0,0.18028911655238,no_ontology
17,0,0.2152895780672375,no_ontology
18,0,0.2265417283420389,no_ontology
19,0,0.163658071465991,no_ontology
20,0,0.1226151212976568,no_ontology
21,0,0.370263505472129,no_ontology
22,0,0.3088411348405003,no_ontology
23,0,0.1665141023601702,no_ontology
24,0,0.2724720362371652,no_ontology
25,0,0.1507660686858517,no_ontology
26,0,0.1837823972708302,no_ontology
27,0,0.3621919710942176,no_ontology
28,0,0.1879002008990209,no_ontology
29,0,0.2559912521974115,no_ontology
30,0,0.1958336169585865,no_ontology
31,0,0.0949024387727807,no_ontology
32,0,0.3452961644580087,no_ontology
33,0,0.1987328915437766,no_ontology
34,0,0.2474915927602169,no_ontology
35,0,0.1930694563053612,no_ontology
36,0,0.4018895681685263,no_ontology
37,0,0.1788812416213996,no_ontology
38,0,0.1838585918476577,no_ontology
39,0,0.1804995209634189,no_ontology
40,0,0.3467430268659602,no_ontology
41,0,0.1481191347382677,no_ontology
42,0,0.0941165970054195,no_ontology
43,0,0.1405269529892736,no_ontology
44,0,0.1757057303995181,no_ontology
45,0,0.0940316118165884,no_ontology
46,0,0.2135395786371282,no_ontology
47,0,0.2063125828345759,no_ontology
48,0,0.2438100510710911,no_ontology
49,0,0.2140727737645668,no_ontology
50,0,0.1503172189242186,no_ontology
51,0,0.4150616047959218,no_ontology
52,0,0.3226909387807206,no_ontology
53,0,0.2321822968618882,no_ontology
54,0,0.1680313035733458,no_ontology
55,0,0.13806793228246,no_ontology
56,0,0.0843577658539046,no_ontology
57,0,0.2923785718477791,no_ontology
58,0,0.1322950873066722,no_ontology
59,0,0.1436037506456668,no_ontology
60,0,0.3230511591441161,no_ontology
61,0,0.1420043460829017,no_ontology
62,0,0.2010924893160952,no_ontology
63,0,0.120754835850814,no_ontology
64,0,0.1817899883692073,no_ontology
65,0,0.2659890155213879,no_ontology
66,0,0.3039482412536173,no_ontology
67,0,0.2320760584212513,no_ontology
68,0,0.499857350374623,no_ontology
69,0,0.3366636165602426,no_ontology
70,0,0.2662772975219956,no_ontology
71,0,0.2525323689211838,no_ontology
72,0,0.1872041429931824,no_ontology
73,0,0.1018652154841653,no_ontology
74,0,0.3526296212483372,no_ontology
75,0,0.3600166562624591,no_ontology
76,0,0.2638229920326965,no_ontology
77,0,0.2624767209317213,no_ontology
78,0,0.1872176627318967,no_ontology
79,0,0.2585808385290299,no_ontology
80,0,0.1913983776545362,no_ontology
81,0,0.1693007402744677,no_ontology
82,0,0.1936202187476105,no_ontology
83,0,0.1657207078992681,no_ontology
84,0,0.420220553487872,no_ontology
85,0,0.1045070169383485,no_ontology
86,0,0.1945066100943595,no_ontology
87,0,0.1256672301307807,no_ontology
88,0,0.254526335652782,no_ontology
89,0,0.2640471804571775,no_ontology
90,0,0.219524650128658,no_ontology
91,0,0.2929964183433398,no_ontology
92,0,0.0638216930683171,no_ontology
93,0,0.3079202069595667,no_ontology
94,0,0.1700554115331268,no_ontology
95,0,0.2563261856421008,no_ontology
96,0,0.1952394995517567,no_ontology
97,0,0.183111222917008,no_ontology
98,0,0.1147477182832945,no_ontology
99,0,0.2391598173212533,no_ontology
100,0,0.2738698826376797,no_ontology
101,0,0.2062013092649117,no_ontology
102,0,0.1092101056337769,no_ontology
103,0,0.1497503079051718,no_ontology
104,0,0.2687096542996783,no_ontology
105,0,0.365047946351612,no_ontology
106,0,0.0919445925623586,no_ontology
107,0,0.3744951002344974,no_ontology
108,0,0.2078722210053821,no_ontology
109,0,0.144443824369043,no_ontology
110,0,0.4301963124634473,no_ontology
111,0,0.3389002709472784,no_ontology
112,0,0.3574153583876336,no_ontology
113,0,0.1535332337254579,no_ontology
114,0,0.2523453180505782,no_ontology
115,0,0.1863543328324605,no_ontology
116,0,0.2970265801262237,no_ontology
117,0,0.258307049910871,no_ontology
118,0,0.121309186865685,no_ontology
119,0,0.1576904281973097,no_ontology
120,0,0.2423339237143179,no_ontology
121,0,0.1135228049192344,no_ontology
122,0,0.2651106775992434,no_ontology
123,0,0.2069585259064768,no_ontology
124,0,0.0851834991959904,no_ontology
125,0,0.4097718262044389,no_ontology
126,0,0.1616114166991569,no_ontology
127,0,0.1057232648731709,no_ontology
128,0,0.1768125129601833,no_ontology
129,0,0.3294178433428095,no_ontology
130,0,0.123298730472889,no_ontology
131,0,0.28664428316388,no_ontology
132,0,0.1977786511379247,no_ontology
133,0,0.1551567429252515,no_ontology
134,0,0.0957237768088648,no_ontology
135,0,0.3508802616412534,no_ontology
136,0,0.3399250448871012,no_ontology
137,0,0.1919738706476434,no_ontology
138,0,0.1610768445612936,no_ontology
139,0,0.1251843584752228,no_ontology
140,0,0.6957116294441766,no_ontology
141,0,0.2641432373661901,no_ontology
142,0,0.1889658400573027,no_ontology
143,0,0.2298677231576951,no_ontology
144,0,0.2419423242042771,no_ontology
145,0,0.2368856637412407,no_ontology
146,0,0.2025166240974428,no_ontology
147,0,0.270493981626029,no_ontology
148,0,0.3609220058436396,no_ontology
149,0,0.1609521486172886,no_ontology
150,0,0.1456021126832666,no_ontology
151,0,0.2385302871008781,no_ontology
152,0,0.3213645578303231,no_ontology
153,0,0.2999712682370329,no_ontology
154,0,0.1535287132366903,no_ontology
155,0,0.5204040706499077,no_ontology
156,0,0.8922330492006522,no_ontology
157,0,0.3962577624422879,no_ontology
158,0,0.0958984345856491,no_ontology
159,0,0.2107125901446312,no_ontology
160,0,0.2913941623953521,no_ontology
161,0,0.2939219084406295,no_ontology
162,0,0.1847536764420367,no_ontology
163,0,0.2270032354722212,no_ontology
164,0,0.255291842175287,no_ontology
165,0,0.3435486686832167,no_ontology
166,0,0.2212248268179503,no_ontology
167,0,0.2198325719143115,no_ontology
168,0,0.2445623160388062,no_ontology
169,0,0.3170254449812664,no_ontology
170,0,0.2204001227563839,no_ontology
171,0,0.1979448799418069,no_ontology
172,0,0.2175432016736471,no_ontology
173,0,0.3083067991589727,no_ontology
174,0,0.1233905589862544,no_ontology
175,0,0.1969556161799034,no_ontology
176,0,0.1907316264251082,no_ontology
177,0,0.2185959052794557,no_ontology
178,0,0.145701090523483,no_ontology
179,0,0.2959589102252953,no_ontology
180,0,0.3659796399504106,no_ontology
181,0,0.2720859447688228,no_ontology
182,0,0.207802814116304,no_ontology
183,0,0.2836067372591859,no_ontology
